,method,step,range,host,mean,std
384,M4,0.0001,"(0.1,0.15)",host#b1a00ec8,7.0082828429463e-17,0.030803664105827536
504,M4,0.0001,"(0.1,0.15)",host#b9ec88ad,7.840950111415169e-17,0.010638412448002515
624,M4,0.0001,"(0.1,0.15)",host#e0324c47,-1.7347234759768072e-19,0.012522054815571473
744,M4,0.0001,"(0.1,0.15)",host#e739d7ed,-1.5707921074969988e-16,0.01791247445359533
864,M4,0.0001,"(0.1,0.15)",host#ea9ebc36,-8.352693536828326e-17,0.005078970603889414
984,M4,0.0001,"(0.1,0.15)",host#fe823726,3.929148673087468e-17,0.009819354235474644
64,M4,0.0001,"(0.1,0.2)",host#053336e2,3.3306690738754695e-17,0.1844562733657876
184,M4,0.0001,"(0.1,0.2)",host#2a9a8c7d,3.434752482434078e-17,0.009384831408842987
304,M4,0.0001,"(0.1,0.2)",host#2ea82f5c,4.128641872824801e-17,0.0024546838449889174
424,M4,0.0001,"(0.1,0.2)",host#b1a00ec8,1.797173521111972e-16,0.040821650525451635
544,M4,0.0001,"(0.1,0.2)",host#b9ec88ad,6.661338147750939e-17,0.052378100464068295
664,M4,0.0001,"(0.1,0.2)",host#e0324c47,1.5838025335668248e-16,0.01492786970577305
784,M4,0.0001,"(0.1,0.2)",host#e739d7ed,7.754213937616328e-17,0.0310006246050881
904,M4,0.0001,"(0.1,0.2)",host#ea9ebc36,1.1657341758564144e-16,0.2967107125566189
1024,M4,0.0001,"(0.1,0.2)",host#fe823726,6.574601973952099e-17,0.03688409164076995
104,M4,0.0001,"(0.1,0.3)",host#053336e2,-2.2898349882893852e-17,0.12875269342841955
224,M4,0.0001,"(0.1,0.3)",host#2a9a8c7d,-5.551115123125783e-17,0.8902100317598373
344,M4,0.0001,"(0.1,0.3)",host#2ea82f5c,-1.3921155894713878e-17,0.0074470982415809185
464,M4,0.0001,"(0.1,0.3)",host#b1a00ec8,1.734723475976807e-17,0.1185718938209291
584,M4,0.0001,"(0.1,0.3)",host#b9ec88ad,5.444863310222203e-17,0.0037484832624614974
704,M4,0.0001,"(0.1,0.3)",host#e0324c47,-1.7763568394002506e-16,0.86139877444182
824,M4,0.0001,"(0.1,0.3)",host#e739d7ed,-8.127111722315561e-17,0.011749842138666545
944,M4,0.0001,"(0.1,0.3)",host#ea9ebc36,-5.776629175002767e-17,0.003951872239453346
1064,M4,0.0001,"(0.1,0.3)",host#fe823726,1.3574211199518516e-17,0.003356196577138661
25,M4,0.001,"(0.1,0.15)",host#053336e2,-6.661338147750939e-17,0.2772219074143324
145,M4,0.001,"(0.1,0.15)",host#2a9a8c7d,5.551115123125783e-17,0.03287979713314695
265,M4,0.001,"(0.1,0.15)",host#2ea82f5c,-1.3600232051658169e-16,0.03160675615907794
385,M4,0.001,"(0.1,0.15)",host#b1a00ec8,-7.077671781985372e-17,0.14314031150589002
505,M4,0.001,"(0.1,0.15)",host#b9ec88ad,-1.0373646386341306e-16,0.016439928961127996
625,M4,0.001,"(0.1,0.15)",host#e0324c47,-3.469446951953614e-17,0.018314361661961414
745,M4,0.001,"(0.1,0.15)",host#e739d7ed,-8.257283745649602e-17,0.023674669181149386
865,M4,0.001,"(0.1,0.15)",host#ea9ebc36,7.979727989493313e-17,0.03277552228524085
985,M4,0.001,"(0.1,0.15)",host#fe823726,6.696032617270476e-17,0.02925989691157565
65,M4,0.001,"(0.1,0.2)",host#053336e2,8.656270145124267e-17,0.05360626507739245
185,M4,0.001,"(0.1,0.2)",host#2a9a8c7d,0.0,0.019285346147276367
305,M4,0.001,"(0.1,0.2)",host#2ea82f5c,9.367506770274758e-17,0.024781473959017183
425,M4,0.001,"(0.1,0.2)",host#b1a00ec8,5.2735593669694933e-17,0.15746574112202322
545,M4,0.001,"(0.1,0.2)",host#b9ec88ad,5.3949900102878703e-17,0.012221222937952704
665,M4,0.001,"(0.1,0.2)",host#e0324c47,-3.937822290467352e-17,0.057714745111209574
785,M4,0.001,"(0.1,0.2)",host#e739d7ed,1.3877787807814457e-17,0.02076903143199884
905,M4,0.001,"(0.1,0.2)",host#ea9ebc36,4.163336342344337e-17,0.022051058381629966
1025,M4,0.001,"(0.1,0.2)",host#fe823726,-3.9898639947466563e-17,0.02052887961806266
105,M4,0.001,"(0.1,0.3)",host#053336e2,1.3999218451132834e-16,0.02161929246171671
225,M4,0.001,"(0.1,0.3)",host#2a9a8c7d,-2.5500435096859063e-17,0.010308233976214899
345,M4,0.001,"(0.1,0.3)",host#2ea82f5c,7.550383929189053e-17,0.011737236546936375
465,M4,0.001,"(0.1,0.3)",host#b1a00ec8,-3.606056425686788e-17,0.12485537877414746
585,M4,0.001,"(0.1,0.3)",host#b9ec88ad,7.441963711940502e-17,0.007104716688060085
705,M4,0.001,"(0.1,0.3)",host#e0324c47,4.2825985813177425e-17,0.015575699568592418
825,M4,0.001,"(0.1,0.3)",host#e739d7ed,7.494005416219807e-17,0.018812769537604607
945,M4,0.001,"(0.1,0.3)",host#ea9ebc36,3.096481404618601e-17,0.008887971368864817
1065,M4,0.001,"(0.1,0.3)",host#fe823726,-8.959846753420208e-17,0.005952288771038586
39,M6,1e-10,"(0.1,0.15)",host#053336e2,-2.1822821327788233e-16,0.006893526643175049
159,M6,1e-10,"(0.1,0.15)",host#2a9a8c7d,1.5994150448506162e-16,0.03137138995647761
279,M6,1e-10,"(0.1,0.15)",host#2ea82f5c,9.679756995950583e-17,0.022991258525184563
399,M6,1e-10,"(0.1,0.15)",host#b1a00ec8,5.238864897449957e-17,0.013435282229807548
519,M6,1e-10,"(0.1,0.15)",host#b9ec88ad,8.18789480661053e-17,0.02439472010321959
639,M6,1e-10,"(0.1,0.15)",host#e0324c47,-9.783840404509192e-17,0.027959131685993826
759,M6,1e-10,"(0.1,0.15)",host#e739d7ed,-1.0200174038743625e-16,0.03931600006827486
879,M6,1e-10,"(0.1,0.15)",host#ea9ebc36,-6.036837696399288e-17,0.007837524692250974
999,M6,1e-10,"(0.1,0.15)",host#fe823726,2.0816681711721685e-17,0.030496187071248695
79,M6,1e-10,"(0.1,0.2)",host#053336e2,1.3270634591222574e-16,0.047699529536094826
199,M6,1e-10,"(0.1,0.2)",host#2a9a8c7d,1.0755285551056204e-16,0.04856636410361512
319,M6,1e-10,"(0.1,0.2)",host#2ea82f5c,9.705777848090236e-17,0.016638198858668615
439,M6,1e-10,"(0.1,0.2)",host#b1a00ec8,1.304512053934559e-16,0.01796566367851579
559,M6,1e-10,"(0.1,0.2)",host#b9ec88ad,-3.087807787238717e-17,0.031152172046773608
679,M6,1e-10,"(0.1,0.2)",host#e0324c47,2.0469737016526325e-17,0.01707156192500423
799,M6,1e-10,"(0.1,0.2)",host#e739d7ed,1.6063539387545233e-16,0.015808151294048164
919,M6,1e-10,"(0.1,0.2)",host#ea9ebc36,-1.9949319973733282e-17,0.014751091040615501
1039,M6,1e-10,"(0.1,0.2)",host#fe823726,1.5864046187807901e-16,0.018780533259183326
119,M6,1e-10,"(0.1,0.3)",host#053336e2,-2.790736391977688e-17,0.014088180722070852
239,M6,1e-10,"(0.1,0.3)",host#2a9a8c7d,7.077671781985372e-17,0.0593851257554618
359,M6,1e-10,"(0.1,0.3)",host#2ea82f5c,-1.9485281443909486e-16,0.009947699551546983
479,M6,1e-10,"(0.1,0.3)",host#b1a00ec8,0.0,0.04940183989838713
599,M6,1e-10,"(0.1,0.3)",host#b9ec88ad,-2.0122792321330962e-17,0.01713433959666554
719,M6,1e-10,"(0.1,0.3)",host#e0324c47,1.377370439925585e-16,0.02204641426080804
839,M6,1e-10,"(0.1,0.3)",host#e739d7ed,-3.191891195797325e-17,0.04792641286120266
959,M6,1e-10,"(0.1,0.3)",host#ea9ebc36,9.853229343548264e-17,0.026877032022370805
1079,M6,1e-10,"(0.1,0.3)",host#fe823726,4.0245584642661923e-17,0.058127525477336024
38,M6,1e-09,"(0.1,0.15)",host#053336e2,6.730727086790011e-17,0.03280405931551665
158,M6,1e-09,"(0.1,0.15)",host#2a9a8c7d,-1.769417945496343e-17,0.024000679081493257
278,M6,1e-09,"(0.1,0.15)",host#2ea82f5c,-7.137845002558319e-17,0.020246845764448594
398,M6,1e-09,"(0.1,0.15)",host#b1a00ec8,-9.857566152238207e-17,0.028655243227115372
518,M6,1e-09,"(0.1,0.15)",host#b9ec88ad,-1.2663481374630691e-17,0.04962284946714764
638,M6,1e-09,"(0.1,0.15)",host#e0324c47,-1.134509153288832e-16,0.07651553506522443
758,M6,1e-09,"(0.1,0.15)",host#e739d7ed,8.651933336434325e-17,0.05440762089374885
878,M6,1e-09,"(0.1,0.15)",host#ea9ebc36,-7.28583859910259e-17,0.025672183153176483
998,M6,1e-09,"(0.1,0.15)",host#fe823726,-1.124100812432971e-16,0.06345259780004951
78,M6,1e-09,"(0.1,0.2)",host#053336e2,-1.6653345369377347e-17,0.01675268445106715
198,M6,1e-09,"(0.1,0.2)",host#2a9a8c7d,1.5265566588595904e-17,0.060679359551285346
318,M6,1e-09,"(0.1,0.2)",host#2ea82f5c,-1.7347234759768072e-19,0.017063831550082564
438,M6,1e-09,"(0.1,0.2)",host#b1a00ec8,-1.2993078835066286e-16,0.01866214211040776
558,M6,1e-09,"(0.1,0.2)",host#b9ec88ad,3.7470027081099036e-17,0.06282426456390562
678,M6,1e-09,"(0.1,0.2)",host#e0324c47,4.85722573273506e-17,0.03820960060084369
798,M6,1e-09,"(0.1,0.2)",host#e739d7ed,-6.245004513516506e-17,0.024610305507410283
918,M6,1e-09,"(0.1,0.2)",host#ea9ebc36,-1.0044048925905713e-16,0.017203567298928017
1038,M6,1e-09,"(0.1,0.2)",host#fe823726,1.2490009027033011e-17,0.06478783278236555
118,M6,1e-09,"(0.1,0.3)",host#053336e2,-5.1000870193718126e-17,0.015831389051204743
238,M6,1e-09,"(0.1,0.3)",host#2a9a8c7d,-1.64625257870199e-16,0.06423484982739641
358,M6,1e-09,"(0.1,0.3)",host#2ea82f5c,-7.355227538141662e-17,0.026782623997322594
478,M6,1e-09,"(0.1,0.3)",host#b1a00ec8,1.3010426069826053e-16,0.018749290728113495
598,M6,1e-09,"(0.1,0.3)",host#b9ec88ad,1.3600232051658169e-16,0.05922866478879041
718,M6,1e-09,"(0.1,0.3)",host#e0324c47,-1.3877787807814457e-17,0.05140731407377935
838,M6,1e-09,"(0.1,0.3)",host#e739d7ed,-1.3877787807814458e-18,0.031802798121791
958,M6,1e-09,"(0.1,0.3)",host#ea9ebc36,7.580741590018647e-17,0.01909290838913879
1078,M6,1e-09,"(0.1,0.3)",host#fe823726,-4.926614671774132e-17,0.042727571824079914
37,M6,1e-08,"(0.1,0.15)",host#053336e2,-7.355227538141662e-17,0.05034567226497422
157,M6,1e-08,"(0.1,0.15)",host#2a9a8c7d,1.0234868508263162e-16,0.08516431855762105
277,M6,1e-08,"(0.1,0.15)",host#2ea82f5c,0.0,0.0773987083767076
397,M6,1e-08,"(0.1,0.15)",host#b1a00ec8,-1.1657341758564144e-16,0.06897414785579346
517,M6,1e-08,"(0.1,0.15)",host#b9ec88ad,1.6653345369377348e-16,0.22791983829105744
637,M6,1e-08,"(0.1,0.15)",host#e0324c47,3.3306690738754695e-17,0.1395359239153766
757,M6,1e-08,"(0.1,0.15)",host#e739d7ed,-9.71445146547012e-17,0.1376011555393623
877,M6,1e-08,"(0.1,0.15)",host#ea9ebc36,-7.832276494035284e-17,0.07303723444345553
997,M6,1e-08,"(0.1,0.15)",host#fe823726,-1.7763568394002506e-16,0.2596272729537553
77,M6,1e-08,"(0.1,0.2)",host#053336e2,-1.3739009929736313e-16,0.05144207103593369
197,M6,1e-08,"(0.1,0.2)",host#2a9a8c7d,4.128641872824801e-17,0.04049086774818769
317,M6,1e-08,"(0.1,0.2)",host#2ea82f5c,-2.8796409701215e-17,0.08731074773485488
437,M6,1e-08,"(0.1,0.2)",host#b1a00ec8,-1.1726730697603215e-16,0.05346152111004545
557,M6,1e-08,"(0.1,0.2)",host#b9ec88ad,-8.881784197001253e-17,0.21688631345227688
677,M6,1e-08,"(0.1,0.2)",host#e0324c47,1.2490009027033011e-17,0.1345037490127395
797,M6,1e-08,"(0.1,0.2)",host#e739d7ed,2.7755575615628914e-17,0.1440922470588496
917,M6,1e-08,"(0.1,0.2)",host#ea9ebc36,-2.983724378680108e-17,0.04154244295708701
1037,M6,1e-08,"(0.1,0.2)",host#fe823726,-2.2204460492503132e-17,0.1733000763490996
117,M6,1e-08,"(0.1,0.3)",host#053336e2,-1.3600232051658169e-16,0.04416667951478609
237,M6,1e-08,"(0.1,0.3)",host#2a9a8c7d,2.0816681711721685e-16,0.024055808525765013
357,M6,1e-08,"(0.1,0.3)",host#2ea82f5c,-4.5796699765787705e-17,0.10160933453685411
477,M6,1e-08,"(0.1,0.3)",host#b1a00ec8,4.2240516640035255e-17,0.035534742763270136
597,M6,1e-08,"(0.1,0.3)",host#b9ec88ad,-5.967448757360216e-17,0.1245939199298705
717,M6,1e-08,"(0.1,0.3)",host#e0324c47,-3.3306690738754695e-17,0.08695726860943283
837,M6,1e-08,"(0.1,0.3)",host#e739d7ed,8.81239525796218e-17,0.09424577103605677
957,M6,1e-08,"(0.1,0.3)",host#ea9ebc36,9.575673587391976e-17,0.047519479922347216
1077,M6,1e-08,"(0.1,0.3)",host#fe823726,-7.494005416219807e-17,0.08391444919722216
36,M6,1e-07,"(0.1,0.15)",host#053336e2,6.800116025829084e-17,0.11984388695137263
156,M6,1e-07,"(0.1,0.15)",host#2a9a8c7d,1.469419204369604e-16,0.128680975918974
276,M6,1e-07,"(0.1,0.15)",host#2ea82f5c,1.700029006457271e-16,0.21292563134059925
396,M6,1e-07,"(0.1,0.15)",host#b1a00ec8,-5.689893001203927e-17,0.13487009559399
516,M6,1e-07,"(0.1,0.15)",host#b9ec88ad,1.4294121442048891e-16,0.19837309769604008
636,M6,1e-07,"(0.1,0.15)",host#e0324c47,-1.942890293094024e-16,0.2751036530729384
756,M6,1e-07,"(0.1,0.15)",host#e739d7ed,8.049116928532385e-17,0.22712151190784127
876,M6,1e-07,"(0.1,0.15)",host#ea9ebc36,9.43689570931383e-17,0.1514155259707519
996,M6,1e-07,"(0.1,0.15)",host#fe823726,4.718447854656915e-17,0.2693039808963704
76,M6,1e-07,"(0.1,0.2)",host#053336e2,-6.800116025829084e-17,0.09218629959508602
196,M6,1e-07,"(0.1,0.2)",host#2a9a8c7d,-3.7816971776294396e-17,0.08794989795731306
316,M6,1e-07,"(0.1,0.2)",host#2ea82f5c,-3.400058012914542e-17,0.16296590895650634
436,M6,1e-07,"(0.1,0.2)",host#b1a00ec8,-1.9827889330414905e-16,0.12421838122397762
556,M6,1e-07,"(0.1,0.2)",host#b9ec88ad,1.554312234475219e-16,0.23889827864007615
676,M6,1e-07,"(0.1,0.2)",host#e0324c47,-2.2204460492503132e-17,0.3042749164243232
796,M6,1e-07,"(0.1,0.2)",host#e739d7ed,1.8318679906315082e-16,0.14741581104030016
916,M6,1e-07,"(0.1,0.2)",host#ea9ebc36,1.6583956430338275e-16,0.161218925086682
1036,M6,1e-07,"(0.1,0.2)",host#fe823726,6.314393452555578e-17,0.2840381156463165
116,M6,1e-07,"(0.1,0.3)",host#053336e2,1.4432899320127036e-16,0.10720158036167309
236,M6,1e-07,"(0.1,0.3)",host#2a9a8c7d,-6.522560269672795e-17,0.06974933261573246
356,M6,1e-07,"(0.1,0.3)",host#2ea82f5c,1.4432899320127036e-16,0.16095403768131353
476,M6,1e-07,"(0.1,0.3)",host#b1a00ec8,1.3322676295501878e-16,0.12381153029129835
596,M6,1e-07,"(0.1,0.3)",host#b9ec88ad,-2.498001805406602e-16,0.17445989420872318
716,M6,1e-07,"(0.1,0.3)",host#e0324c47,-9.714451465470119e-18,0.16775202365622008
836,M6,1e-07,"(0.1,0.3)",host#e739d7ed,-4.0592529337857284e-17,0.16687945674563123
956,M6,1e-07,"(0.1,0.3)",host#ea9ebc36,9.298117831235686e-17,0.11293689124663611
1076,M6,1e-07,"(0.1,0.3)",host#fe823726,8.326672684688674e-17,0.2793940844733097
35,M6,1e-06,"(0.1,0.15)",host#053336e2,-2.1788126858268696e-16,0.12763530178125032
155,M6,1e-06,"(0.1,0.15)",host#2a9a8c7d,-3.608224830031759e-17,0.22747239928514162
275,M6,1e-06,"(0.1,0.15)",host#2ea82f5c,-2.2204460492503132e-17,0.2565655072552311
395,M6,1e-06,"(0.1,0.15)",host#b1a00ec8,-1.3253287356462807e-16,0.0699813249719439
515,M6,1e-06,"(0.1,0.15)",host#b9ec88ad,-3.3306690738754695e-17,0.3161524837921408
635,M6,1e-06,"(0.1,0.15)",host#e0324c47,1.4432899320127036e-16,0.29488037727151967
755,M6,1e-06,"(0.1,0.15)",host#e739d7ed,9.43689570931383e-17,0.31162524147226034
875,M6,1e-06,"(0.1,0.15)",host#ea9ebc36,-9.43689570931383e-17,0.29647027959028005
995,M6,1e-06,"(0.1,0.15)",host#fe823726,-9.992007221626409e-17,0.28802178768809344
75,M6,1e-06,"(0.1,0.2)",host#053336e2,3.608224830031759e-17,0.16867721569588212
195,M6,1e-06,"(0.1,0.2)",host#2a9a8c7d,-8.881784197001253e-17,0.1972564788067193
315,M6,1e-06,"(0.1,0.2)",host#2ea82f5c,2.2204460492503132e-17,0.31246367868849984
435,M6,1e-06,"(0.1,0.2)",host#b1a00ec8,9.992007221626409e-17,0.17490969041063353
555,M6,1e-06,"(0.1,0.2)",host#b9ec88ad,1.3600232051658169e-16,0.29569941868796573
675,M6,1e-06,"(0.1,0.2)",host#e0324c47,2.7755575615628914e-17,0.3211639390693687
795,M6,1e-06,"(0.1,0.2)",host#e739d7ed,1.554312234475219e-16,0.30913852154184324
915,M6,1e-06,"(0.1,0.2)",host#ea9ebc36,-2.1094237467877973e-16,0.21733368245120513
1035,M6,1e-06,"(0.1,0.2)",host#fe823726,1.0824674490095276e-16,0.3367351236473761
115,M6,1e-06,"(0.1,0.3)",host#053336e2,-9.992007221626409e-17,0.19227642473772333
235,M6,1e-06,"(0.1,0.3)",host#2a9a8c7d,3.3306690738754695e-17,0.1826681503109525
355,M6,1e-06,"(0.1,0.3)",host#2ea82f5c,-1.3877787807814457e-16,0.2522352639215621
475,M6,1e-06,"(0.1,0.3)",host#b1a00ec8,2.7755575615628914e-17,0.16467900189515408
595,M6,1e-06,"(0.1,0.3)",host#b9ec88ad,-5.828670879282072e-17,0.23477161442953973
715,M6,1e-06,"(0.1,0.3)",host#e0324c47,-2.7755575615628914e-17,0.28495261934945004
835,M6,1e-06,"(0.1,0.3)",host#e739d7ed,8.326672684688674e-17,0.33633811237225897
955,M6,1e-06,"(0.1,0.3)",host#ea9ebc36,-3.608224830031759e-17,0.2552733844529068
1075,M6,1e-06,"(0.1,0.3)",host#fe823726,-7.771561172376095e-17,0.3116347515013899
34,M6,1e-05,"(0.1,0.15)",host#053336e2,8.81239525796218e-17,0.0902241066790156
154,M6,1e-05,"(0.1,0.15)",host#2a9a8c7d,4.718447854656915e-17,0.23171254959194135
274,M6,1e-05,"(0.1,0.15)",host#2ea82f5c,3.3306690738754695e-17,0.6404450716438489
394,M6,1e-05,"(0.1,0.15)",host#b1a00ec8,-1.1796119636642288e-17,0.12265573926081542
514,M6,1e-05,"(0.1,0.15)",host#b9ec88ad,1.708702623837155e-16,0.0017323494770142467
634,M6,1e-05,"(0.1,0.15)",host#e0324c47,4.163336342344337e-17,0.32807963748540003
754,M6,1e-05,"(0.1,0.15)",host#e739d7ed,-1.0130785099704553e-16,0.016018575180285217
874,M6,1e-05,"(0.1,0.15)",host#ea9ebc36,-3.3306690738754695e-17,0.41118222920712455
994,M6,1e-05,"(0.1,0.15)",host#fe823726,6.774095173689431e-17,0.010467491456236674
74,M6,1e-05,"(0.1,0.2)",host#053336e2,-6.938893903907228e-18,0.17698086376459932
194,M6,1e-05,"(0.1,0.2)",host#2a9a8c7d,-1.3322676295501878e-16,0.2340173131790233
314,M6,1e-05,"(0.1,0.2)",host#2ea82f5c,1.2212453270876723e-16,0.2669047048858417
434,M6,1e-05,"(0.1,0.2)",host#b1a00ec8,1.7069679003611783e-16,0.16323341944139222
554,M6,1e-05,"(0.1,0.2)",host#b9ec88ad,1.1102230246251566e-17,0.3121058908127676
674,M6,1e-05,"(0.1,0.2)",host#e0324c47,2.4980018054066023e-17,0.3160454699438834
794,M6,1e-05,"(0.1,0.2)",host#e739d7ed,-3.053113317719181e-17,0.2502861479705162
914,M6,1e-05,"(0.1,0.2)",host#ea9ebc36,2.7755575615628914e-17,0.4362504104615191
1034,M6,1e-05,"(0.1,0.2)",host#fe823726,-1.6653345369377347e-17,0.2447705911481245
114,M6,1e-05,"(0.1,0.3)",host#053336e2,-1.2073675392798576e-16,0.14581330410079596
234,M6,1e-05,"(0.1,0.3)",host#2a9a8c7d,-1.1102230246251565e-16,0.25024636107529796
354,M6,1e-05,"(0.1,0.3)",host#2ea82f5c,6.661338147750939e-17,0.34540395571289556
474,M6,1e-05,"(0.1,0.3)",host#b1a00ec8,-2.498001805406602e-16,0.05560637885324851
594,M6,1e-05,"(0.1,0.3)",host#b9ec88ad,-1.6653345369377347e-17,0.20913130121983775
714,M6,1e-05,"(0.1,0.3)",host#e0324c47,7.216449660063518e-17,0.34455107997995105
834,M6,1e-05,"(0.1,0.3)",host#e739d7ed,5.551115123125783e-18,0.294439361131683
954,M6,1e-05,"(0.1,0.3)",host#ea9ebc36,0.0,0.33418930072548875
1074,M6,1e-05,"(0.1,0.3)",host#fe823726,2.7755575615628914e-17,0.3010828248932693
32,M6,0.0001,"(0.1,0.15)",host#053336e2,5.967448757360216e-17,0.17172601108962235
152,M6,0.0001,"(0.1,0.15)",host#2a9a8c7d,-3.5366674866477153e-17,0.01153878455710854
272,M6,0.0001,"(0.1,0.15)",host#2ea82f5c,2.0946785972419944e-17,0.0035384348120585806
392,M6,0.0001,"(0.1,0.15)",host#b1a00ec8,-1.3808398868775383e-16,0.012746979936480317
512,M6,0.0001,"(0.1,0.15)",host#b9ec88ad,-1.2264494975156027e-16,0.010794842589419857
632,M6,0.0001,"(0.1,0.15)",host#e0324c47,1.1908876662580782e-16,0.00652756631416152
752,M6,0.0001,"(0.1,0.15)",host#e739d7ed,-2.3869795029440865e-16,0.07337536904316719
872,M6,0.0001,"(0.1,0.15)",host#ea9ebc36,2.185751579730777e-17,0.007197807846544467
992,M6,0.0001,"(0.1,0.15)",host#fe823726,-2.2475239985081385e-16,0.00690405995137248
72,M6,0.0001,"(0.1,0.2)",host#053336e2,4.163336342344337e-18,0.18044006091319445
192,M6,0.0001,"(0.1,0.2)",host#2a9a8c7d,-7.246807320893111e-17,0.0038867835111087066
312,M6,0.0001,"(0.1,0.2)",host#2ea82f5c,-6.453171330633723e-17,0.011288417236775978
432,M6,0.0001,"(0.1,0.2)",host#b1a00ec8,-8.881784197001253e-17,0.17139934215703095
552,M6,0.0001,"(0.1,0.2)",host#b9ec88ad,-1.6701050264966711e-16,0.003509283655362383
672,M6,0.0001,"(0.1,0.2)",host#e0324c47,6.210310043996969e-17,0.015969014234865655
792,M6,0.0001,"(0.1,0.2)",host#e739d7ed,2.6020852139652105e-19,0.012302680762842974
912,M6,0.0001,"(0.1,0.2)",host#ea9ebc36,1.0972125985553305e-17,0.004749554540177655
1032,M6,0.0001,"(0.1,0.2)",host#fe823726,4.1806835771041053e-17,0.0035556999191401566
112,M6,0.0001,"(0.1,0.3)",host#053336e2,-9.645062526431048e-17,0.12527503028495343
232,M6,0.0001,"(0.1,0.3)",host#2a9a8c7d,-2.1371793224034264e-16,0.6533680803556894
352,M6,0.0001,"(0.1,0.3)",host#2ea82f5c,-1.0824674490095276e-16,0.007281757524781973
472,M6,0.0001,"(0.1,0.3)",host#b1a00ec8,1.2177758801357186e-16,0.07454732766385107
592,M6,0.0001,"(0.1,0.3)",host#b9ec88ad,2.2204460492503132e-17,0.7388265958695303
712,M6,0.0001,"(0.1,0.3)",host#e0324c47,1.1102230246251565e-16,0.2598208539863648
832,M6,0.0001,"(0.1,0.3)",host#e739d7ed,1.889113865338743e-16,0.016142546313018386
952,M6,0.0001,"(0.1,0.3)",host#ea9ebc36,1.6653345369377347e-17,0.7099716012684422
1072,M6,0.0001,"(0.1,0.3)",host#fe823726,-6.800116025829084e-17,0.260976064747147
33,M6,0.001,"(0.1,0.15)",host#053336e2,-1.0651202142497595e-16,0.0341727465674
153,M6,0.001,"(0.1,0.15)",host#2a9a8c7d,-1.5959455978986624e-17,0.03037771793849285
273,M6,0.001,"(0.1,0.15)",host#2ea82f5c,-1.7937040741600186e-16,0.027000732753973668
393,M6,0.001,"(0.1,0.15)",host#b1a00ec8,1.4502288259166106e-16,0.037151387502470254
513,M6,0.001,"(0.1,0.15)",host#b9ec88ad,-1.734723475976807e-17,0.02437095583573915
633,M6,0.001,"(0.1,0.15)",host#e0324c47,3.5908775952719906e-17,0.024526157507225952
753,M6,0.001,"(0.1,0.15)",host#e739d7ed,-9.107298248878237e-17,0.027251694024061485
873,M6,0.001,"(0.1,0.15)",host#ea9ebc36,-3.660266534311063e-17,0.028208556428832854
993,M6,0.001,"(0.1,0.15)",host#fe823726,-5.2735593669694933e-17,0.04094810265663809
73,M6,0.001,"(0.1,0.2)",host#053336e2,-1.1796119636642288e-17,0.12560335868152958
193,M6,0.001,"(0.1,0.2)",host#2a9a8c7d,-1.7416623698807144e-16,0.016514028660683872
313,M6,0.001,"(0.1,0.2)",host#2ea82f5c,8.430756093247283e-17,0.014307400931193773
433,M6,0.001,"(0.1,0.2)",host#b1a00ec8,7.0082828429463e-17,0.027316625125198456
553,M6,0.001,"(0.1,0.2)",host#b9ec88ad,2.2794266474335246e-16,0.009724710451030428
673,M6,0.001,"(0.1,0.2)",host#e0324c47,2.0122792321330962e-17,0.024552654249187067
793,M6,0.001,"(0.1,0.2)",host#e739d7ed,8.049116928532385e-17,0.7027262661015725
913,M6,0.001,"(0.1,0.2)",host#ea9ebc36,2.151057110211241e-17,0.014392740835577785
1033,M6,0.001,"(0.1,0.2)",host#fe823726,-4.267419750902946e-17,0.05508816297100854
113,M6,0.001,"(0.1,0.3)",host#053336e2,-1.0130785099704553e-16,0.15679760090912573
233,M6,0.001,"(0.1,0.3)",host#2a9a8c7d,2.38524477946811e-19,0.007346477588782616
353,M6,0.001,"(0.1,0.3)",host#2ea82f5c,8.001412032943023e-17,0.010201407493626528
473,M6,0.001,"(0.1,0.3)",host#b1a00ec8,-1.3877787807814458e-18,0.14487739822872245
593,M6,0.001,"(0.1,0.3)",host#b9ec88ad,1.5664552988070568e-16,0.00699458856138034
713,M6,0.001,"(0.1,0.3)",host#e0324c47,4.40619762898109e-17,0.02070760549802832
833,M6,0.001,"(0.1,0.3)",host#e739d7ed,6.696032617270476e-17,0.016433730401116436
953,M6,0.001,"(0.1,0.3)",host#ea9ebc36,-9.367506770274758e-17,0.014266391599579407
1073,M6,0.001,"(0.1,0.3)",host#fe823726,1.1119577481011332e-16,0.018096648391832615
